"","sender","recver","value","nodelab2","nodelab1"
"3369",2154,2467,42.26,"teamwork stock fin pvt ltd","shree global tradefin ltd"
"3370",2155,325,30.65,"bishwanath industries ltd","shree krishna paper mills inds. ltd"
"3371",2155,499,4.12,"devanshu infin pvt ltd","shree krishna paper mills inds. ltd"
"3372",2158,2149,1.3,"shree developers pvt ltd","shree rama multi-tech ltd"
"3373",2159,64,12.5,"alcyone trading company pvt ltd","shree rani sati invst. finance ltd"
"3374",2159,374,25,"camellia mercantile pvt ltd","shree rani sati invst. finance ltd"
"3375",2159,379,12.5,"candescent traders pvt ltd","shree rani sati invst. finance ltd"
"3376",2159,691,4.95,"gauri jatia","shree rani sati invst. finance ltd"
"3377",2159,875,12.5,"ignatius trading company pvt ltd","shree rani sati invst. finance ltd"
"3378",2159,2606,3.48,"vedant jatia","shree rani sati invst. finance ltd"
"3379",2159,2632,21.35,"vijay kumar jatia","shree rani sati invst. finance ltd"
"3380",2162,398,23.07,"ceres company pvt ltd","shree vindhya paper mills ltd"
"3381",2162,661,19.4,"g d trading agencies ltd","shree vindhya paper mills ltd"
"3382",2162,1120,1.28,"kjmc financial services ltd","shree vindhya paper mills ltd"
"3383",2162,2161,1.13,"shree venkatesh traders agencies pvt ltd","shree vindhya paper mills ltd"
"3384",2163,1567,4.2,"optimum securities pvt ltd","shreenath investment co. ltd"
"3385",2163,1568,4.7,"optimum stock trading company pvt ltd","shreenath investment co. ltd"
"3386",2163,2517,4.76,"trupti petroleums pvt ltd","shreenath investment co. ltd"
"3387",2165,65,27.64,"alembic ltd","shreno ltd"
"3388",2165,151,1.76,"arogyavardhini society","shreno ltd"
"3389",2165,1518,18.65,"nirayu pvt ltd","shreno ltd"
"3390",2165,2626,1.96,"vidyanidhi trust","shreno ltd"
"3391",2167,1635,2.45,"parsharti investment ltd","shri lakhavi infotech ltd"
"3392",2167,2563,2.5,"upsurge investment finance ltd","shri lakhavi infotech ltd"
"3393",2171,2128,4.16,"sheba properties ltd","shriram investments ltd [merged]"
"3394",2171,2170,2.99,"shriram capital trust pvt ltd","shriram investments ltd [merged]"
"3395",2171,2448,1.71,"tata engineering locomotive company ltd","shriram investments ltd [merged]"
"3396",2171,2455,1.71,"tata motors ltd","shriram investments ltd [merged]"
"3397",2172,1244,1.4,"mafatlal finance co. ltd","shriram transport finance co. ltd"
"3398",2172,2170,1.09,"shriram capital trust pvt ltd","shriram transport finance co. ltd"
"3399",2173,942,4.61,"ispat finance ltd","shrishma fine chemicals pharma. (kar.) ltd"
"3400",2173,1673,6.49,"pnb capital services ltd","shrishma fine chemicals pharma. (kar.) ltd"
"3401",2173,2623,5.52,"videocon international ltd","shrishma fine chemicals pharma. (kar.) ltd"
"3402",2181,378,1.85,"canbank financial services ltd","sical logistics ltd"
"3403",2181,483,26.43,"darnolly investments ltd","sical logistics ltd"
"3404",2181,1838,26.84,"ranford investments ltd","sical logistics ltd"
"3405",2183,1726,8.55,"primax fiscal services ltd","siddheswari garments ltd"
"3406",2188,85,12.21,"amluckie investment company ltd","silicon valley infotech ltd"
"3407",2188,148,5.44,"arihant ltd","silicon valley infotech ltd"
"3408",2188,198,4.87,"atn international ltd","silicon valley infotech ltd"
"3409",2188,211,1.41,"avon mercantile ltd","silicon valley infotech ltd"
"3410",2188,516,1.16,"dhansafal vyapaar pvt ltd","silicon valley infotech ltd"
"3411",2188,527,1.16,"dibyajyoti trade commerce pvt ltd","silicon valley infotech ltd"
"3412",2188,535,8.02,"divya dealers ltd","silicon valley infotech ltd"
"3413",2188,811,2.31,"herald commerce ltd","silicon valley infotech ltd"
"3414",2188,1182,9.64,"lcc infotech ltd","silicon valley infotech ltd"
"3415",2188,1298,4.44,"mantra online ltd","silicon valley infotech ltd"
"3416",2188,1302,1.22,"marigold glass inds. ltd","silicon valley infotech ltd"
"3417",2188,1507,1.5,"niharika india ltd","silicon valley infotech ltd"
"3418",2188,1551,1.16,"ojas suppliers pvt ltd","silicon valley infotech ltd"
"3419",2188,1758,2.51,"purvanchal leasing ltd","silicon valley infotech ltd"
"3420",2188,1965,1.54,"sabera tradelink pvt ltd","silicon valley infotech ltd"
"3421",2188,2524,12.28,"twenty first century india ltd","silicon valley infotech ltd"
"3422",2189,241,6.96,"balabheem investment trading company pvt ltd","siltap chemicals ltd [merged]"
"3423",2189,332,3.4,"blue moon securities pvt ltd","siltap chemicals ltd [merged]"
"3424",2189,960,6.95,"jagatguru investment trading company pvt ltd","siltap chemicals ltd [merged]"
"3425",2189,1568,4.88,"optimum stock trading company pvt ltd","siltap chemicals ltd [merged]"
"3426",2189,2368,13.85,"supreme industries ltd","siltap chemicals ltd [merged]"
"3427",2189,2517,3.83,"trupti petroleums pvt ltd","siltap chemicals ltd [merged]"
"3428",2189,2596,6.93,"varali investment trading company pvt ltd","siltap chemicals ltd [merged]"
"3429",2190,351,1.74,"brahma dev holding trading ltd","silver smith india ltd"
"3430",2190,711,2.22,"global jindal fin invest ltd","silver smith india ltd"
"3431",2190,1007,2.47,"jindal global finance investment ltd","silver smith india ltd"
"3432",2190,1447,1.23,"naman securities finance pvt ltd","silver smith india ltd"
"3433",2190,1874,1.21,"renuka financial services ltd","silver smith india ltd"
"3434",2190,2287,1.01,"stable trading company ltd","silver smith india ltd"
"3435",2193,52,1.14,"akg finvest ltd","simbhaoli sugars ltd"
"3436",2194,864,2.98,"i c i c i ltd [merged]","simplex castings ltd"
"3437",2194,1385,3.34,"moolchand r shah","simplex castings ltd"
"3438",2195,478,1.71,"damani estates finance pvt ltd","simplex infrastructures ltd"
"3439",2196,163,2,"arvind kumar somany","simplex trading agencies ltd"
"3440",2196,1443,71.6,"nalini somany","simplex trading agencies ltd"
"3441",2196,1701,3.53,"prasann somany","simplex trading agencies ltd"
"3442",2196,2378,17.2,"surendra kumar somany","simplex trading agencies ltd"
"3443",2199,1873,12.64,"renu jain","sindu valley technologies ltd"
"3444",2199,2037,31.74,"satta securities pvt ltd","sindu valley technologies ltd"
"3445",2199,2561,22.93,"upendra shukla","sindu valley technologies ltd"
"3446",2202,220,14.49,"azarael investments ltd","siro plast ltd"
"3447",2202,1273,26.6,"mahindra holding finance ltd","siro plast ltd"
"3448",2204,393,3.37,"central india industries ltd","sirpur paper mills ltd"
"3449",2204,1467,3.55,"national engineering industries ltd","sirpur paper mills ltd"
"3450",2218,15,2.92,"a-one management services pvt ltd","sobhagya mercantile ltd"
"3451",2218,78,10,"amani trading exports ltd","sobhagya mercantile ltd"
"3452",2218,278,10,"bhairav enterprises ltd","sobhagya mercantile ltd"
"3453",2218,418,3.51,"chemurjy estates pvt ltd","sobhagya mercantile ltd"
"3454",2218,769,10,"gulshan investments company ltd","sobhagya mercantile ltd"
"3455",2218,1161,9.8,"lakshmi automatic loom works ltd","sobhagya mercantile ltd"
"3456",2218,1798,10,"rajan enterprises pvt ltd","sobhagya mercantile ltd"
"3457",2218,1885,10,"rishabh enterprises ltd","sobhagya mercantile ltd"
"3458",2218,2166,10,"shri gurudev en trade ltd","sobhagya mercantile ltd"
"3459",2218,2683,9.8,"warden international (agencies) pvt ltd","sobhagya mercantile ltd"
"3460",2220,1358,5,"milton securities ltd","softpro systems ltd"
"3461",2220,1559,3.21,"onex general trading pvt ltd","softpro systems ltd"
"3462",2220,2217,1.86,"sobar mercantile company pvt ltd","softpro systems ltd"
"3463",2220,2317,5,"subhkam securities pvt ltd","softpro systems ltd"
"3464",2221,233,1.54,"bajaj auto holdings ltd","softsol india ltd"
"3465",2221,464,3.34,"cybertech systems software ltd","softsol india ltd"
"3466",2226,189,1.76,"asian electronics ltd","solectron centum electronics ltd"
"3467",2226,582,3.48,"enam securities pvt ltd","solectron centum electronics ltd"
"3468",2226,1839,2.82,"rao insulating company ltd","solectron centum electronics ltd"
"3469",2228,1452,8.24,"nand kishore","solid containers ltd"
"3470",2228,1714,11.81,"premier finance trading company pvt ltd","solid containers ltd"
"3471",2229,294,3.1,"bhavana tayal","solid granites ltd"
"3472",2229,494,11.84,"delux polymers pvt ltd","solid granites ltd"
"3473",2229,993,6.09,"jayshree petrochemicals pvt ltd","solid granites ltd"
"3474",2229,1031,2.43,"jyotika tayal","solid granites ltd"
"3475",2229,1137,11.93,"krishna knitwear technology ltd","solid granites ltd"
"3476",2229,1476,4.01,"navin kumar tayal","solid granites ltd"
"3477",2229,1707,4.47,"pravin kumar tayal","solid granites ltd"
"3478",2229,1834,7.56,"rampratap tayal","solid granites ltd"
"3479",2229,2015,4.06,"sanjay kumar tayal","solid granites ltd"
"3480",2229,2153,2.1,"shree ganesh hosiery mills pvt ltd","solid granites ltd"
"3481",2229,2156,2.91,"shree krishna silk industries pvt ltd","solid granites ltd"
"3482",2229,2594,3.4,"vandana tayal","solid granites ltd"
"3483",2230,341,5.82,"boi finance ltd","solitaire machine tools ltd"
"3484",2232,168,1.07,"asha somani","soma papers inds. ltd"
"3485",2232,289,1.96,"bharat somani","soma papers inds. ltd"
"3486",2232,1575,2.83,"oriental containers ltd","soma papers inds. ltd"
"3487",2232,2096,23.47,"shaktiman mercantile co. ltd","soma papers inds. ltd"
"3488",2233,112,1.13,"anjana somany","soma textiles inds. ltd"
"3489",2233,2034,16.44,"sarvopari investments pvt ltd","soma textiles inds. ltd"
"3490",2233,2196,5.8,"simplex trading agencies ltd","soma textiles inds. ltd"
"3491",2233,2267,2.98,"spl ltd","soma textiles inds. ltd"
"3492",2233,2466,16.61,"teamwork holdings pvt ltd","soma textiles inds. ltd"
"3493",2241,1312,7.85,"maruti udyog ltd","sona koyo steering systems ltd"
"3494",2241,1566,3.13,"optimates finvest pvt ltd","sona koyo steering systems ltd"
"3495",2241,2323,4.55,"sudarshan traders pvt ltd","sona koyo steering systems ltd"
"3496",2242,56,5.47,"akshay raheja","sonata software ltd"
"3497",2242,303,21.94,"bhupati investments finance ltd","sonata software ltd"
"3498",2242,2335,6.56,"suman raheja","sonata software ltd"
"3499",2242,2661,5.47,"viren raheja","sonata software ltd"
"3500",2244,511,6.25,"dhampur sugar mills ltd","south asian enterprises ltd"
"3501",2244,536,1.25,"divya mehrotra","south asian enterprises ltd"
"3502",2244,2671,16.85,"vls capital ltd","south asian enterprises ltd"
"3503",2244,2672,44.19,"vls finance ltd","south asian enterprises ltd"
"3504",2245,315,1.84,"birla century finance ltd","south east asia marine engg. construction ltd"
"3505",2245,337,1.18,"bmd financial services pvt ltd","south east asia marine engg. construction ltd"
"3506",2245,579,4.72,"empire international holdings ltd","south east asia marine engg. construction ltd"
"3507",2248,52,2.75,"akg finvest ltd","south indian bank ltd"
"3508",2248,2560,2.23,"uno metals ltd","south indian bank ltd"
"3509",2251,1165,39.71,"lakshmi machine works ltd","southern iron steel co. ltd"
"3510",2251,2433,10.92,"tamilnadu industrial development corporation ltd","southern iron steel co. ltd"
"3511",2256,1072,25.2,"kapil puri","spanco telesystems solutions ltd"
"3512",2256,1084,7.8,"kavita puri","spanco telesystems solutions ltd"
"3513",2256,1492,7.28,"neha equisearch pvt ltd","spanco telesystems solutions ltd"
"3514",2256,2017,3.58,"sanjiv chainani","spanco telesystems solutions ltd"
"3515",2256,2180,22.33,"shyam telecom ltd","spanco telesystems solutions ltd"
"3516",2257,765,3.17,"gulecha investment trading company pvt ltd","sparc systems ltd"
"3517",2257,1102,5.54,"khem-sum apparels overseas ltd","sparc systems ltd"
"3518",2257,2037,2.16,"satta securities pvt ltd","sparc systems ltd"
"3519",2257,2676,1.19,"vora constructions ltd","sparc systems ltd"
"3520",2258,114,3.55,"anju gupta","spectra industries ltd"
"3521",2258,283,6.76,"bharat bhushan gupta","spectra industries ltd"
"3522",2258,1466,2.83,"nasik super tool company pvt ltd","spectra industries ltd"
"3523",2258,1695,10.52,"prakash heat treatment industries pvt ltd","spectra industries ltd"
"3524",2258,1893,3.77,"roopa gupta","spectra industries ltd"
"3525",2258,1895,1.41,"roopshan textiles pvt ltd","spectra industries ltd"
"3526",2258,1898,2.46,"roshan steel industries pvt ltd","spectra industries ltd"
"3527",2258,1899,4.25,"roshanlal gupta sons ltd","spectra industries ltd"
"3528",2258,2036,1.09,"satish kumar gupta","spectra industries ltd"
"3529",2258,2651,7.37,"vinod kumar gupta","spectra industries ltd"
"3530",2262,1087,8.37,"kec international ltd","spentex industries ltd"
"3531",2262,1651,1.53,"peerless general finance investment company ltd","spentex industries ltd"
"3532",2264,1327,2.06,"mayank credits pvt ltd","spicejet ltd"
"3533",2264,1368,1.67,"modi overseas investment pvt ltd","spicejet ltd"
"3534",2264,1624,2.87,"paradise credits pvt ltd","spicejet ltd"
"3535",2264,1858,2.61,"reliance capital ltd","spicejet ltd"
"3536",2271,240,1.64,"bal pharma ltd","sree jayalakshmi autospin ltd"
"3537",2271,1077,1.64,"karnataka financial services ltd","sree jayalakshmi autospin ltd"
"3538",2272,356,3.44,"brilliant industries ltd","sree rayalaseema alkalies allied chemicals ltd"
"3539",2272,2273,4.44,"sree rayalaseema dutch kassenbouw ltd","sree rayalaseema alkalies allied chemicals ltd"
"3540",2272,2274,2.02,"sree rayalaseema galaxy projects ltd","sree rayalaseema alkalies allied chemicals ltd"
"3541",2272,2275,6.61,"sree rayalaseema hi-strength hypo ltd","sree rayalaseema alkalies allied chemicals ltd"
"3542",2272,2418,1.71,"t g rajyalakshmi","sree rayalaseema alkalies allied chemicals ltd"
"3543",2272,2419,24.58,"t g v projects investment pvt ltd","sree rayalaseema alkalies allied chemicals ltd"
"3544",2272,2420,1.61,"t g venkatesh","sree rayalaseema alkalies allied chemicals ltd"
"3545",2279,936,1.31,"investrick securities india pvt ltd","sri adhikari brothers television network ltd"
"3546",2279,2268,2.37,"sps capital management services pvt ltd","sri adhikari brothers television network ltd"
"3547",2284,367,11.19,"c jagapati rao","srinivasa hatcheries ltd"
"3548",2284,370,2.05,"c mangayamma","srinivasa hatcheries ltd"
"3549",2284,2280,8.71,"sri chitturi agencies pvt ltd","srinivasa hatcheries ltd"
"3550",2285,367,8.49,"c jagapati rao","srinivasa shipping property devp. ltd"
"3551",2285,370,1.67,"c mangayamma","srinivasa shipping property devp. ltd"
"3552",2285,2280,2.67,"sri chitturi agencies pvt ltd","srinivasa shipping property devp. ltd"
"3553",2285,2281,5,"sri krishna devaraya hatcheries pvt ltd","srinivasa shipping property devp. ltd"
"3554",2285,2284,5,"srinivasa hatcheries ltd","srinivasa shipping property devp. ltd"
"3555",2289,605,28.41,"eveready industries india ltd","standard batteries ltd"
"3556",2289,1349,10.95,"metals centre ltd","standard batteries ltd"
"3557",2289,1987,3.88,"salasar industrial services ltd","standard batteries ltd"
"3558",2289,2711,5.58,"williamson magor co. ltd","standard batteries ltd"
"3559",2290,2292,15.66,"stanrose mafatlal investments finance ltd","standard industries ltd"
"3560",2292,1245,2.01,"mafatlal industries ltd","stanrose mafatlal investments finance ltd"
"3561",2292,1294,1.57,"manmade fibres ltd","stanrose mafatlal investments finance ltd"
"3562",2292,2112,24.32,"shanudeep pvt ltd","stanrose mafatlal investments finance ltd"
"3563",2292,2131,7.86,"sheiladeep investments pvt ltd","stanrose mafatlal investments finance ltd"
"3564",2292,2643,4.75,"vinadeep investments pvt ltd","stanrose mafatlal investments finance ltd"
"3565",2293,2112,24.25,"shanudeep pvt ltd","stanrose mafatlal lubechem ltd"
"3566",2293,2131,12.24,"sheiladeep investments pvt ltd","stanrose mafatlal lubechem ltd"
"3567",2293,2292,29.8,"stanrose mafatlal investments finance ltd","stanrose mafatlal lubechem ltd"
"3568",2293,2643,12.24,"vinadeep investments pvt ltd","stanrose mafatlal lubechem ltd"
"3569",2295,480,5.61,"dancans industries ltd","star paper mills ltd"
"3570",2295,616,7.1,"ezra trading finance company ltd","star paper mills ltd"
"3571",2295,1065,24.06,"kangra valley investment finance company ltd","star paper mills ltd"
"3572",2295,1341,1.98,"mega resources ltd","star paper mills ltd"
"3573",2295,1541,4.48,"nrc ltd","star paper mills ltd"
"3574",2295,1684,5.68,"portland holdings investments pvt ltd","star paper mills ltd"
"3575",2295,1922,7.33,"s g investments industries ltd","star paper mills ltd"
"3576",2295,2060,2.24,"schenectady herdillia ltd","star paper mills ltd"
"3577",2295,2187,4.94,"silent valley investments ltd","star paper mills ltd"
"3578",2299,2298,75,"state bank of india","state bank of travancore"
"3579",2300,1765,12.21,"r b g investment finance ltd","steel tubes of india ltd"
"3580",2300,2310,1.17,"sti finance ltd","steel tubes of india ltd"
"3581",2302,51,1.57,"akarsh holdings ltd","steelage industries ltd"
"3582",2302,2033,3.85,"sarvamangal trading company ltd","steelage industries ltd"
"3583",2303,114,3.55,"anju gupta","steelcast ltd"
"3584",2303,283,6.76,"bharat bhushan gupta","steelcast ltd"
"3585",2303,1466,2.83,"nasik super tool company pvt ltd","steelcast ltd"
"3586",2303,1695,10.52,"prakash heat treatment industries pvt ltd","steelcast ltd"
"3587",2303,1893,3.77,"roopa gupta","steelcast ltd"
"3588",2303,1895,1.41,"roopshan textiles pvt ltd","steelcast ltd"
"3589",2303,1898,2.46,"roshan steel industries pvt ltd","steelcast ltd"
"3590",2303,1899,4.25,"roshanlal gupta sons ltd","steelcast ltd"
"3591",2303,2036,1.09,"satish kumar gupta","steelcast ltd"
"3592",2303,2651,7.37,"vinod kumar gupta","steelcast ltd"
"3593",2304,570,1.7,"elgitread india ltd","sterling holiday resorts (india) ltd"
"3594",2304,2071,9.84,"senthil trade business links pvt ltd","sterling holiday resorts (india) ltd"
"3595",2306,1241,4.57,"madras aluminium co. ltd","sterlite industries (india) ltd"
"3596",2307,1615,1,"pankaj piyush trade investment ltd","sterlite optical technologies ltd"
"3597",2308,1552,4.21,"olympic commercial enterprises ltd","sterlite projects ltd"
"3598",2308,2114,1.43,"sharad khaitan","sterlite projects ltd"
"3599",2309,1050,39.9,"kalimati investment company ltd","stewarts lloyds of india ltd"
"3600",2309,1089,3.85,"keen investment leasing ltd","stewarts lloyds of india ltd"
"3601",2309,2454,10,"tata iron and steel company ltd","stewarts lloyds of india ltd"
"3602",2309,2457,5,"tata refractories ltd","stewarts lloyds of india ltd"
"3603",2312,448,19.76,"continuous forms ltd","stone india ltd"
"3604",2312,542,4.83,"duncans industries ltd","stone india ltd"
"3605",2312,616,4.25,"ezra trading finance company ltd","stone india ltd"
"3606",2312,1065,4.2,"kangra valley investment finance company ltd","stone india ltd"
"3607",2312,1922,6.62,"s g investments industries ltd","stone india ltd"
"3608",2314,343,12.14,"bombay diamonds company ltd","su-raj diamonds jewellery ltd"
"3609",2314,526,3.26,"diadem investment finance pvt ltd","su-raj diamonds jewellery ltd"
"3610",2314,852,1.53,"hooghly holdings ltd","su-raj diamonds jewellery ltd"
"3611",2314,982,5.08,"jatin r mehta","su-raj diamonds jewellery ltd"
"3612",2314,2313,7.5,"su-raj diamond consultancies ltd","su-raj diamonds jewellery ltd"
"3613",2318,1712,39,"premier automobiles ltd","subros ltd"
"3614",2327,1457,3.44,"narendra impex ltd","suditi industries ltd"
"3615",2328,410,1.8,"chandrabhai prasan chand","sugal damani finlease ltd"
"3616",2328,712,3.71,"global securities ltd","sugal damani finlease ltd"
"3617",2328,1700,8.17,"prasan chand","sugal damani finlease ltd"
"3618",2328,1959,1.1,"s u securities pvt ltd","sugal damani finlease ltd"
"3619",2328,1963,1.57,"s vinodh kumar jain","sugal damani finlease ltd"
"3620",2328,2095,1.65,"shakti agencies pvt ltd","sugal damani finlease ltd"
"3621",2328,2329,1.8,"sugalchand prasan chand","sugal damani finlease ltd"
"3622",2328,2397,9.13,"swaraj appartments pvt ltd","sugal damani finlease ltd"
"3623",2333,478,2.95,"damani estates finance pvt ltd","sulzer india ltd"
"3624",2336,2278,1.1,"srei international finance ltd","sumedha fiscal services ltd"
"3625",2336,2315,2.26,"subhash capital city ltd","sumedha fiscal services ltd"
"3626",2338,824,1.24,"himachal futuristic communications ltd","sun beam infotech ltd"
"3627",2338,1122,1.07,"konica equity services pvt ltd","sun beam infotech ltd"
"3628",2338,1995,2.82,"sanchay fincom ltd","sun beam infotech ltd"
"3629",2339,938,5.6,"ipicol","sun granite exports ltd"
"3630",2346,724,2.12,"goodwill financial services pvt ltd","sundaram-clayton ltd"
"3631",2346,2252,8.16,"southern roadways ltd","sundaram-clayton ltd"
"3632",2346,2343,6.12,"sundaram finance ltd","sundaram-clayton ltd"
"3633",2346,2344,16.31,"sundaram industries ltd","sundaram-clayton ltd"
"3634",2346,2425,10.24,"t v sundaram iyengar sons ltd","sundaram-clayton ltd"
"3635",2348,2252,24.85,"southern roadways ltd","sundram fasteners ltd"
"3636",2354,585,5.27,"enrich finance ltd","sungold capital ltd"
"3637",2357,2724,1.04,"yarn syndicate ltd","sunil industries ltd"
"3638",2361,138,3.92,"apollo finvest (india) ltd","suniti commercials ltd"
"3639",2361,925,4.45,"integral exim ltd","suniti commercials ltd"
"3640",2361,1073,2.69,"kapish packaging pvt ltd","suniti commercials ltd"
"3641",2361,1259,2.29,"maharashtra ind les fin ltd","suniti commercials ltd"
"3642",2361,1299,3.88,"manvens internate ltd","suniti commercials ltd"
"3643",2361,2041,4,"satyakunj investment pvt ltd","suniti commercials ltd"
"3644",2361,2253,2.04,"sovika chemicals pvt ltd","suniti commercials ltd"
"3645",2361,2301,4.86,"steel udyog.com india ltd","suniti commercials ltd"
"3646",2361,2693,3.35,"welmove investment pvt ltd","suniti commercials ltd"
"3647",2364,1554,2.29,"om prakash modi","super forgings steels ltd"
"3648",2364,1651,1.67,"peerless general finance investment company ltd","super forgings steels ltd"
"3649",2364,1813,2.34,"rajkumar modi","super forgings steels ltd"
"3650",2365,332,3.09,"blue moon securities pvt ltd","super sales india ltd"
"3651",2365,1198,6.56,"lmw investments ltd","super sales india ltd"
"3652",2365,1566,4.91,"optimates finvest pvt ltd","super sales india ltd"
"3653",2365,1568,4.88,"optimum stock trading company pvt ltd","super sales india ltd"
"3654",2365,2105,2.93,"shankar resources pvt ltd","super sales india ltd"
"3655",2365,2323,1.96,"sudarshan traders pvt ltd","super sales india ltd"
"3656",2366,570,6.64,"elgitread india ltd","super spinning mills ltd"
"3657",2366,579,2.73,"empire international holdings ltd","super spinning mills ltd"
"3658",2366,1566,3.59,"optimates finvest pvt ltd","super spinning mills ltd"
"3659",2366,1708,1.06,"precot mills ltd","super spinning mills ltd"
"3660",2368,23,1.03,"abhiraj trading investments pvt ltd","supreme industries ltd"
"3661",2368,38,2.06,"aeonian investments co ltd","supreme industries ltd"
"3662",2368,241,13.4,"balabheem investment trading company pvt ltd","supreme industries ltd"
"3663",2368,960,13.38,"jagatguru investment trading company pvt ltd","supreme industries ltd"
"3664",2368,1376,1.03,"momaya investments pvt ltd","supreme industries ltd"
"3665",2368,1566,3.89,"optimates finvest pvt ltd","supreme industries ltd"
"3666",2368,2189,1.94,"siltap chemicals ltd [merged]","supreme industries ltd"
"3667",2368,2321,2.52,"sudarshan securities pvt ltd","supreme industries ltd"
"3668",2368,2323,1.38,"sudarshan traders pvt ltd","supreme industries ltd"
"3669",2368,2596,13.14,"varali investment trading company pvt ltd","supreme industries ltd"
"3670",2369,2368,28.13,"supreme industries ltd","supreme petrochem ltd"
"3671",2370,1753,16.48,"punjab state industrial development corporation ltd","supreme yarns ltd"
"3672",2372,114,1.79,"anju gupta","suraj holdings ltd"
"3673",2372,283,1.87,"bharat bhushan gupta","suraj holdings ltd"
"3674",2374,274,24.66,"bhagyanagar metals ltd","surana telecom ltd"
"3675",2374,408,1.47,"chand kanwar","surana telecom ltd"
"3676",2374,500,6.02,"devendra surana","surana telecom ltd"
"3677",2374,670,4.84,"g mangilal surana","surana telecom ltd"
"3678",2374,1292,1.35,"manish surana","surana telecom ltd"
"3679",2374,1449,2.65,"namrata surana","surana telecom ltd"
"3680",2374,1455,8.4,"narender surana","surana telecom ltd"
"3681",2374,1531,1.22,"nivriti surana","surana telecom ltd"
"3682",2374,1791,1.35,"rahul surana","surana telecom ltd"
"3683",2374,2359,2.44,"sunita surana","surana telecom ltd"
"3684",2386,454,2.95,"credit capital investment trust company ltd","surya roshni ltd"
"3685",2387,2209,8.57,"smifs capital markets ltd","suryajyoti spinning mills ltd"
"3686",2392,319,7.1,"birla institute of technology science","sutlej industries ltd"
"3687",2392,404,1.89,"champaran marketing company ltd","sutlej industries ltd"
"3688",2392,790,10.77,"hargaon investment trading company ltd","sutlej industries ltd"
"3689",2392,858,2.99,"htl investment trading company ltd","sutlej industries ltd"
"3690",2392,1478,1.8,"navjeewan medical institute","sutlej industries ltd"
"3691",2392,1585,3.94,"osm investment trading company ltd","sutlej industries ltd"
"3692",2392,1665,1.08,"pilani investment industries corporation ltd","sutlej industries ltd"
"3693",2392,2575,19.06,"uttar pradesh trading company ltd","sutlej industries ltd"
"3694",2392,2729,9.35,"yashovardhan investment trading company ltd","sutlej industries ltd"
"3695",2394,649,5.39,"forbes gokak ltd","svadeshi mills co. ltd"
"3696",2394,1613,1.67,"panatone finvest ltd","svadeshi mills co. ltd"
"3697",2398,1115,17.39,"kirloskar oil engines ltd","swaraj engines ltd"
"3698",2398,1754,33.16,"punjab tractors ltd","swaraj engines ltd"
"3699",2399,1754,29.04,"punjab tractors ltd","swaraj mazda ltd"
"3700",2401,1537,2.96,"northeast securities ltd","swarna securities ltd"
"3701",2401,2281,1.71,"sri krishna devaraya hatcheries pvt ltd","swarna securities ltd"
"3702",2401,2630,5.78,"vijay growth financial services ltd","swarna securities ltd"
"3703",2403,172,9.19,"ashirwad capital ltd","swasti vinayaka synthetics ltd"
"3704",2403,173,4.27,"ashirwad shelters ltd","swasti vinayaka synthetics ltd"
"3705",2403,530,2.05,"dinesh kumar poddar","swasti vinayaka synthetics ltd"
"3706",2403,639,7.55,"flamour finance securities ltd","swasti vinayaka synthetics ltd"
"3707",2403,999,2.54,"jeevan finvest pvt ltd","swasti vinayaka synthetics ltd"
"3708",2403,1828,1.96,"ramdevi poddar","swasti vinayaka synthetics ltd"
"3709",2403,2645,40.9,"vinayaka fincorp ltd","swasti vinayaka synthetics ltd"
"3710",2404,1513,2.75,"nini yogesh kothari","swastik surfactants ltd"
"3711",2404,1534,3.86,"niyoko investment pvt ltd","swastik surfactants ltd"
"3712",2404,2351,1.5,"suneet m kothari investment pvt ltd","swastik surfactants ltd"
"3713",2404,2453,1.43,"tata investment corpn. ltd","swastik surfactants ltd"
"3714",2404,2734,33.44,"yogesh m kothari","swastik surfactants ltd"
"3715",2404,2735,3.75,"yogesh m kothari investment pvt ltd","swastik surfactants ltd"
"3716",2407,8,2.3,"a p electricals pvt ltd","symphony comfort systems ltd"
"3717",2407,53,2.35,"akhilesh kotia","symphony comfort systems ltd"
"3718",2407,276,1.29,"bhagyangar securities pvt ltd","symphony comfort systems ltd"
"3719",2407,437,2.84,"cms infotech ltd","symphony comfort systems ltd"
"3720",2407,775,3.32,"gyan chand kotia","symphony comfort systems ltd"
"3721",2407,1298,2.08,"mantra online ltd","symphony comfort systems ltd"
"3722",2407,1310,11.26,"marsons finance ltd","symphony comfort systems ltd"
"3723",2407,1509,2.86,"nikhilesh kotia","symphony comfort systems ltd"
"3724",2407,1706,2.42,"pravin jain","symphony comfort systems ltd"
"3725",2407,2188,2.08,"silicon valley infotech ltd","symphony comfort systems ltd"
"3726",2407,2192,1.25,"silverson tracom pvt ltd","symphony comfort systems ltd"
"3727",2407,2212,1.39,"smp exports pvt ltd","symphony comfort systems ltd"
"3728",2407,2400,5.6,"swarn rekha properties finance ltd","symphony comfort systems ltd"
"3729",2409,1843,1.63,"rashel agrotech ltd","systel infotech ltd"
"3730",2411,373,6.93,"cactus software pvt ltd","systematix corporate services ltd"
"3731",2411,430,4.03,"ciconia equity service pvt ltd","systematix corporate services ltd"
"3732",2411,1119,4.03,"kissmiss agencies pvt ltd","systematix corporate services ltd"
